02/11/2021, 23:38, 1
02/11/2021, 23:41, 4
02/11/2021, 23:47, 45
02/11/2021, 23:51, 1
02/11/2021, 23:53, 1
03/11/2021, 00:05, 45
06/11/2021, 00:15, 31
06/11/2021, 00:42, 31
06/11/2021, 00:59, 55
06/11/2021, 15:02, 12
06/11/2021, 16:25, 16
27/11/2021, 12:53, 123
27/11/2021, 13:07, 123
27/11/2021, 13:16, 123
30/11/2021, 22:23, 123
30/11/2021, 22:23, 123
30/11/2021, 22:31, 123
01/12/2021, 17:02, 123
01/12/2021, 17:19, 123
01/12/2021, 17:36, 123
04/12/2021, 23:19, 123
04/12/2021, 23:20, 123
